16811_1_1_1	11570_1_1_1
16812_1_1_1	16812_1_1_1
16813_1_1_1	16813_1_1_1
16813_1_1_1	30197_1_1_1
16813_1_1_1	5496_1_1_1
16813_1_1_1	5500_1_1_1
16813_1_2_2	16813_1_2_2
16813_1_2_2	10302_1_1_1
16814_1_1_1	16814_1_1_1
16815_1_1_1	16815_1_1_1
16816_1_1_1	16816_1_1_1
16816_1_1_1	16792_1_1_1
16822_1_1_1	16822_1_1_1
16824_1_2_2	16824_1_2_2
16833_1_1_1	16833_1_1_1
16838_1_1_1	16838_1_1_1
16839_1_1_1	16839_1_1_1
16841_1_1_1	16841_1_1_1
16854_1_1_1	16854_1_1_1
16857_1_1_1	16857_1_1_1
16859_1_1_1	16859_1_1_1
16859_1_1_1	16694_1_1_1
16859_1_1_1	16858_1_1_1
16860_1_1_1	16860_1_1_1
16865_1_1_1	16865_1_1_1
16877_1_2_2	16877_1_2_2
16881_1_1_1	16881_1_1_1
16884_1_1_1	16884_1_1_1
16888_1_1_1	16888_1_1_1
16888_1_1_1	16887_1_1_1
16888_1_1_1	16889_1_1_1
16891_1_1_1	16891_1_1_1
16891_1_1_1	16898_1_1_1
16891_1_1_1	2868_1_1_1
16891_1_1_1	3442_1_1_1
16891_1_1_1	5809_1_1_1
16891_1_1_1	5809_3_1_1
16891_1_1_1	5856_1_1_1
16891_1_1_1	6683_1_1_1
16891_1_1_1	7125_1_1_1
16892_1_1_1	16892_1_1_1
16901_1_2_2	16901_1_2_2
16901_1_2_2	16901_2_2_2
16901_1_2_2	16901_3_2_2
16901_1_2_2	16968_2_2_2
16901_1_2_2	16968_3_2_2
16914_1_1_1	16914_1_1_1
16914_1_1_1	11281_1_1_1
16916_1_1_1	16916_1_1_1
16916_1_1_1	16919_1_1_1
16918_1_1_1	16918_1_1_1
16918_1_1_1	16917_1_1_1
16923_1_1_1	16923_1_1_1
16923_1_2_2	16923_1_2_2
16927_1_1_1	16927_1_1_1
16934_1_1_1	16934_1_1_1
16934_1_1_1	17031_1_1_1
16942_1_1_1	16942_1_1_1
16943_1_1_1	16943_1_1_1
16943_1_1_1	16182_1_1_1
16944_1_1_1	16944_1_1_1
16944_1_1_1	16688_1_1_1
16949_1_1_1	16949_1_1_1
16954_1_3_2	16954_1_3_2
16959_1_1_1	16959_1_1_1
16961_1_1_1	16961_1_1_1
16961_1_1_1	16656_1_1_1
16966_1_1_1	16966_1_1_1
16967_1_1_1	16967_1_1_1
16968_2_1_1	16968_2_1_1
16968_2_1_1	16901_1_1_1
16968_2_1_1	16901_2_1_1
16968_2_1_1	16901_3_1_1
16968_2_1_1	16968_3_1_1
16970_1_1_1	16970_1_1_1
16979_1_1_1	16979_1_1_1
16988_1_1_1	16988_1_1_1
16989_1_1_1	16989_1_1_1
16991_1_1_1	16991_1_1_1
16992_1_1_1	16992_1_1_1
16992_1_1_1	17382_1_1_1
16992_1_1_1	18204_1_1_1
16992_1_1_1	6783_1_1_1
16995_1_1_1	16995_1_1_1
16996_1_1_1	16996_1_1_1
17001_1_1_1	17001_1_1_1
17003_1_1_1	17003_1_1_1
17005_1_1_1	17005_1_1_1
17006_1_1_1	17006_1_1_1
17007_1_1_1	17007_1_1_1
17009_1_1_1	17009_1_1_1
1700_1_1_1	1700_1_1_1
1700_1_1_1	1503_1_1_1
1700_1_1_1	1867_1_1_1
1700_1_1_1	2263_1_1_1
1700_1_1_1	17661_1_1_1
1700_1_1_1	17662_1_1_1
17011_1_1_1	17011_1_1_1
17017_1_1_1	17017_1_1_1
17020_1_1_1	17020_1_1_1
17021_1_1_1	17021_1_1_1
27002_1_1_1	27002_1_1_1
27015_1_1_1	27015_1_1_1
27015_1_1_1	27014_1_1_1
27017_2_2_2	27017_2_2_2
27022_1_1_1	27022_1_1_1
27023_1_1_1	27023_1_1_1
27024_1_1_1	27024_1_1_1
27029_1_1_1	27029_1_1_1
27035_1_1_1	27035_1_1_1
27041_1_1_1	27041_1_1_1
27042_1_1_1	27042_1_1_1
27044_1_1_1	27044_1_1_1
27048_1_1_1	27048_1_1_1
27048_1_1_1	25904_1_1_1
27056_1_1_1	27056_1_1_1
27058_1_1_1	27058_1_1_1
27064_1_1_1	27064_1_1_1
27064_1_1_1	7433_1_1_1
27067_1_1_1	27067_1_1_1
27067_1_1_1	27888_1_1_1
27067_1_1_1	27890_1_1_1
27067_1_1_1	50563_1_1_1
27067_1_1_1	50566_1_1_1
27078_1_1_1	27078_1_1_1
27078_2_2_2	27078_2_2_2
27079_1_1_1	27079_1_1_1
27082_1_1_1	27082_1_1_1
27082_1_1_1	27083_1_1_1
27090_1_1_1	27090_1_1_1
27091_1_1_1	27091_1_1_1
27093_1_1_1	27093_1_1_1
27098_1_1_1	27098_1_1_1
27098_1_1_1	27097_1_1_1
27098_1_1_1	6019_1_1_1
27098_1_1_1	5226_1_1_1
27104_1_1_1	27104_1_1_1
27108_1_1_1	27108_1_1_1
27110_1_1_1	27110_1_1_1
27113_1_1_1	27113_1_1_1
27113_1_1_1	27112_1_1_1
27113_1_1_1	5541_1_1_1
27113_1_1_1	16042_1_1_1
27113_1_1_1	16046_1_1_1
27113_1_1_1	16047_1_1_1
27113_1_1_1	16048_1_1_1
27113_1_1_1	16049_1_1_1
27113_1_1_1	5320_1_1_1
27113_1_1_1	6150_1_1_1
27121_1_1_1	27121_1_1_1
27121_1_1_1	15680_1_1_1
27121_1_1_1	27122_1_1_1
27121_1_1_1	19046_1_1_1
27123_1_1_1	27123_1_1_1
27123_1_1_1	27124_1_1_1
27123_1_1_1	27299_1_1_1
27126_1_1_1	27126_1_1_1
27126_1_1_1	27119_1_1_1
27130_1_1_1	27130_1_1_1
27133_1_1_1	27133_1_1_1
27133_3_2_2	27133_3_2_2
27133_3_2_2	27080_1_1_1
27134_2_1_1	27134_2_1_1
27134_2_1_1	27134_1_1_1
34120_1_2_1	34120_1_2_1
34120_1_2_1	34120_1_1_1
34127_1_1_1	34127_1_1_1
34127_1_1_1	34126_1_1_1
34130_1_1_1	34130_1_1_1
34130_1_1_1	15389_1_1_1
34130_1_1_1	34132_1_1_1
34130_1_1_1	34133_1_1_1
34130_1_1_1	34134_1_1_1
34140_1_1_1	34140_1_1_1
34142_1_1_1	34142_1_1_1
34142_1_1_1	34141_1_1_1
34142_1_1_1	34143_1_1_1
34152_1_1_1	34152_1_1_1
34152_1_1_1	27303_1_1_1
34160_1_1_1	34160_1_1_1
34160_1_1_1	34164_1_1_1
34160_1_1_1	50798_1_1_1
34169_1_1_1	34169_1_1_1
34173_1_1_1	34173_1_1_1
34176_1_1_1	34176_1_1_1
34179_1_1_1	34179_1_1_1
34179_1_1_1	34180_1_1_1
34179_1_1_1	34181_1_1_1
34179_1_1_1	34475_1_1_1
34182_1_1_1	34182_1_1_1
34184_1_1_1	34184_1_1_1
34185_1_1_1	34185_1_1_1
34194_1_1_1	34194_1_1_1
34194_1_1_1	34193_1_1_1
34201_2_2_2	34201_2_2_2
34201_2_2_2	34201_1_2_2
34220_1_1_1	34220_1_1_1
34225_1_1_1	34225_1_1_1
34226_1_1_1	34226_1_1_1
34239_1_1_1	34239_1_1_1
34248_1_2_2	34248_1_2_2
34248_2_1_1	34248_2_1_1
34250_1_1_1	34250_1_1_1
34250_1_1_1	34251_1_1_1
34250_1_1_1	34252_1_1_1
34250_1_1_1	34253_1_1_1
34250_1_1_1	34254_1_1_1
34268_1_1_1	34268_1_1_1
34270_1_1_1	34270_1_1_1
34272_1_1_1	34272_1_1_1
34273_1_1_1	34273_1_1_1
34274_1_1_1	34274_1_1_1
34278_1_1_1	34278_1_1_1
34279_1_1_1	34279_1_1_1
34283_1_1_1	34283_1_1_1
34283_1_1_1	21008_1_1_1
34284_1_1_1	34284_1_1_1
34285_1_1_1	34285_1_1_1
34286_1_1_1	34286_1_1_1
34286_1_1_1	34175_1_1_1
34292_1_1_1	34292_1_1_1
34294_1_1_1	34294_1_1_1
34300_1_1_1	34300_1_1_1
34318_1_1_1	34318_1_1_1
34334_1_1_1	34334_1_1_1
34340_1_1_1	34340_1_1_1
34340_1_1_1	34342_1_1_1
34340_1_1_1	34343_1_1_1
34341_1_1_1	34341_1_1_1
34348_1_1_1	34348_1_1_1
34349_1_1_1	34349_1_1_1
34350_1_1_1	34350_1_1_1
3436_1_1_1	3436_1_1_1
34401_1_1_1	34401_1_1_1
34402_1_1_1	34402_1_1_1
34406_1_1_1	34406_1_1_1
34409_1_1_1	34409_1_1_1
34410_1_1_1	34410_1_1_1
34411_1_1_1	34411_1_1_1
34412_1_1_1	34412_1_1_1
34416_1_1_1	34416_1_1_1
34417_1_1_1	34417_1_1_1
34418_1_1_1	34418_1_1_1
34418_1_1_1	4443_1_1_1
34418_1_1_1	6428_1_1_1
34418_1_1_1	6428_2_1_1
34418_1_1_1	6428_3_1_1
34427_1_1_1	34427_1_1_1
34439_1_1_1	34439_1_1_1
34447_1_2_1	34447_1_2_1
34447_1_2_1	34447_1_1_1
34448_1_2_1	34448_1_2_1
34448_1_2_1	34448_1_1_1
34449_1_1_1	34449_1_1_1
34451_1_1_1	34451_1_1_1
34452_1_1_1	34452_1_1_1
34462_1_1_1	34462_1_1_1
34464_1_1_1	34464_1_1_1
34468_1_1_1	34468_1_1_1
34469_1_1_1	34469_1_1_1
34473_1_1_1	34473_1_1_1
11173_1_1_1	11173_1_1_1
11175_1_1_1	11175_1_1_1
11180_1_1_1	11180_1_1_1
11182_1_1_1	11182_1_1_1
11182_1_1_1	10083_1_1_1
11183_1_1_1	11183_1_1_1
11184_1_1_1	11184_1_1_1
11185_1_1_1	11185_1_1_1
11186_1_1_1	11186_1_1_1
11187_1_1_1	11187_1_1_1
11188_1_1_1	11188_1_1_1
11189_1_1_1	11189_1_1_1
11190_1_1_1	11190_1_1_1
11191_1_1_1	11191_1_1_1
11192_1_1_1	11192_1_1_1
11193_1_1_1	11193_1_1_1
11194_1_1_1	11194_1_1_1
11196_1_1_1	11196_1_1_1
11197_1_1_1	11197_1_1_1
11200_1_1_1	11200_1_1_1
11204_1_1_1	11204_1_1_1
11206_1_1_1	11206_1_1_1
11206_1_1_1	10109_1_1_1
11207_1_1_1	11207_1_1_1
11207_1_1_1	34190_1_1_1
11209_1_1_1	11209_1_1_1
11210_1_1_1	11210_1_1_1
11211_1_1_1	11211_1_1_1
11213_1_1_1	11213_1_1_1
11215_1_1_1	11215_1_1_1
11216_1_1_1	11216_1_1_1
11217_1_1_1	11217_1_1_1
11218_1_1_1	11218_1_1_1
11219_1_1_1	11219_1_1_1
11219_1_1_1	11154_1_1_1
11221_1_1_1	11221_1_1_1
11223_1_1_1	11223_1_1_1
11224_1_1_1	11224_1_1_1
11224_1_1_1	11178_1_1_1
11225_1_1_1	11225_1_1_1
11225_1_1_1	11404_1_1_1
11226_1_1_1	11226_1_1_1
11227_1_1_1	11227_1_1_1
11228_1_1_1	11228_1_1_1
11229_1_1_1	11229_1_1_1
11230_1_1_1	11230_1_1_1
11231_1_1_1	11231_1_1_1
11232_1_1_1	11232_1_1_1
11234_1_1_1	11234_1_1_1
11234_1_1_1	11163_1_1_1
11234_1_1_1	11161_1_1_1
11235_1_1_1	11235_1_1_1
11237_1_1_1	11237_1_1_1
11240_1_1_1	11240_1_1_1
11244_1_1_1	11244_1_1_1
11244_1_1_1	6286_1_1_1
11246_1_1_1	11246_1_1_1
11247_1_1_1	11247_1_1_1
11248_1_1_1	11248_1_1_1
11251_1_1_1	11251_1_1_1
11253_1_1_1	11253_1_1_1
11254_1_1_1	11254_1_1_1
11255_1_1_1	11255_1_1_1
11256_1_1_1	11256_1_1_1
11257_1_1_1	11257_1_1_1
11257_1_1_1	7095_1_1_1
11259_1_1_1	11259_1_1_1
11260_1_1_1	11260_1_1_1
11261_1_1_1	11261_1_1_1
11262_1_1_1	11262_1_1_1
11263_1_1_1	11263_1_1_1
11263_1_1_1	25914_2_2_2
11264_1_1_1	11264_1_1_1
11265_1_1_1	11265_1_1_1
11266_1_1_1	11266_1_1_1
11268_1_1_1	11268_1_1_1
11269_1_1_1	11269_1_1_1
11270_1_1_1	11270_1_1_1
11272_1_1_1	11272_1_1_1
11273_1_1_1	11273_1_1_1
11274_1_1_1	11274_1_1_1
11275_1_1_1	11275_1_1_1
11276_1_1_1	11276_1_1_1
11277_1_1_1	11277_1_1_1
11278_1_1_1	11278_1_1_1
11279_1_1_1	11279_1_1_1
11280_1_1_1	11280_1_1_1
11282_1_1_1	11282_1_1_1
11283_1_1_1	11283_1_1_1
11285_1_1_1	11285_1_1_1
11286_1_1_1	11286_1_1_1
11287_1_1_1	11287_1_1_1
11288_1_1_1	11288_1_1_1
25167_1_1_1	25167_1_1_1
25167_1_1_1	19910_1_1_1
25169_1_1_1	25169_1_1_1
25172_1_1_1	25172_1_1_1
25173_1_1_1	25173_1_1_1
25175_1_1_1	25175_1_1_1
25194_1_1_1	25194_1_1_1
25195_1_1_1	25195_1_1_1
25197_1_1_1	25197_1_1_1
25212_1_1_1	25212_1_1_1
25212_1_1_1	25474_1_1_1
25212_1_1_1	26009_1_1_1
25212_1_1_1	34357_1_1_1
25213_1_1_1	25213_1_1_1
25217_1_1_1	25217_1_1_1
25223_1_1_1	25223_1_1_1
25223_1_1_1	25283_1_1_1
25231_1_1_1	25231_1_1_1
25237_1_1_1	25237_1_1_1
25237_1_1_1	4986_1_1_1
25237_1_1_1	4987_1_1_1
25237_1_1_1	6807_1_1_1
25237_1_1_1	7114_1_1_1
25238_1_1_1	25238_1_1_1
25238_1_2_2	25238_1_2_2
25240_1_1_1	25240_1_1_1
25254_1_1_1	25254_1_1_1
25264_1_1_1	25264_1_1_1
25266_1_1_1	25266_1_1_1
25269_1_1_1	25269_1_1_1
25276_1_1_1	25276_1_1_1
25276_1_1_1	25275_1_1_1
25277_1_1_1	25277_1_1_1
2527_1_1_1	2527_1_1_1
25280_1_1_1	25280_1_1_1
25293_1_1_1	25293_1_1_1
25297_1_1_1	25297_1_1_1
25298_1_1_1	25298_1_1_1
2529_1_1_1	2529_1_1_1
252_1_1_1	252_1_1_1
25302_1_1_1	25302_1_1_1
25312_1_1_1	25312_1_1_1
25314_1_1_1	25314_1_1_1
25314_1_1_1	25313_1_1_1
25314_1_1_1	25315_1_1_1
25314_1_1_1	6721_1_1_1
25314_1_1_1	6719_1_1_1
25324_1_1_1	25324_1_1_1
25324_1_1_1	25306_1_1_1
25326_1_1_1	25326_1_1_1
25331_2_1_1	25331_2_1_1
25331_2_1_1	25332_1_1_1
25331_2_1_1	36050_1_1_1
25331_2_1_1	36051_1_1_1
25331_2_1_1	36052_1_1_1
25331_2_1_1	36053_1_1_1
25331_2_1_1	36054_1_1_1
25331_2_1_1	36055_1_1_1
25331_2_1_1	36056_1_1_1
25341_2_1_1	25341_2_1_1
25341_2_1_1	25338_1_1_1
25341_2_1_1	25341_1_1_1
25356_1_1_1	25356_1_1_1
25364_1_1_1	25364_1_1_1
25367_1_1_1	25367_1_1_1
25371_1_1_1	25371_1_1_1
25372_3_1_1	25372_3_1_1
25372_3_1_1	25372_1_1_1
25376_1_1_1	25376_1_1_1
25376_1_1_1	25143_1_1_1
25381_1_1_1	25381_1_1_1
25382_1_1_1	25382_1_1_1
25384_1_1_1	25384_1_1_1
25391_1_1_1	25391_1_1_1
25395_1_1_1	25395_1_1_1
25400_1_1_1	25400_1_1_1
25403_1_1_1	25403_1_1_1
25417_1_1_1	25417_1_1_1
25423_1_1_1	25423_1_1_1
25424_1_1_1	25424_1_1_1
25432_1_1_1	25432_1_1_1
25437_1_1_1	25437_1_1_1
25439_1_1_1	25439_1_1_1
25443_1_2_2	25443_1_2_2
25443_1_2_2	19766_1_2_2
25446_1_1_1	25446_1_1_1
25446_1_1_1	25447_1_1_1
25448_1_1_1	25448_1_1_1
25448_1_1_1	16883_1_1_1
27917_1_1_1	27917_1_1_1
27922_1_1_1	27922_1_1_1
27925_1_1_1	27925_1_1_1
27927_1_1_1	27927_1_1_1
27927_1_1_1	27928_1_1_1
27932_1_1_1	27932_1_1_1
27945_1_1_1	27945_1_1_1
27945_1_1_1	19271_1_1_1
27945_1_1_1	27946_1_1_1
27945_1_1_1	4186_1_1_1
27947_1_1_1	27947_1_1_1
27947_1_1_1	17507_1_1_1
27947_1_1_1	27943_1_1_1
27950_1_1_1	27950_1_1_1
27968_1_1_1	27968_1_1_1
27972_1_1_1	27972_1_1_1
27977_1_1_1	27977_1_1_1
27978_1_1_1	27978_1_1_1
27981_1_1_1	27981_1_1_1
27984_1_1_1	27984_1_1_1
27994_1_1_1	27994_1_1_1
27997_1_1_1	27997_1_1_1
27997_1_1_1	27801_1_1_1
28012_1_1_1	28012_1_1_1
28012_1_1_1	17974_1_1_1
28012_1_1_1	5677_1_1_1
28012_1_1_1	5924_1_1_1
28014_1_1_1	28014_1_1_1
28031_1_1_1	28031_1_1_1
28043_1_1_1	28043_1_1_1
28048_1_1_1	28048_1_1_1
28048_1_1_1	27106_1_1_1
28052_1_1_1	28052_1_1_1
28057_1_1_1	28057_1_1_1
28057_1_1_1	28056_1_1_1
28065_1_1_1	28065_1_1_1
28077_1_1_1	28077_1_1_1
28085_1_1_1	28085_1_1_1
28087_1_1_1	28087_1_1_1
28088_1_1_1	28088_1_1_1
28098_1_1_1	28098_1_1_1
28101_1_1_1	28101_1_1_1
28106_1_1_1	28106_1_1_1
28106_1_1_1	27949_1_1_1
28121_1_1_1	28121_1_1_1
28133_1_1_1	28133_1_1_1
28135_1_1_1	28135_1_1_1
51056_1_1_1	51056_1_1_1
51056_1_1_1	51055_1_1_1
51063_1_1_1	51063_1_1_1
51063_1_1_1	26617_1_1_1
51066_1_1_1	51066_1_1_1
5106_1_1_1	5106_1_1_1
51070_1_1_1	51070_1_1_1
51074_1_1_1	51074_1_1_1
51077_1_1_1	51077_1_1_1
51078_1_1_1	51078_1_1_1
5107_1_1_1	5107_1_1_1
51084_1_1_1	51084_1_1_1
51084_1_1_1	51083_1_1_1
51086_1_1_1	51086_1_1_1
51086_1_1_1	17276_1_1_1
51087_1_1_1	51087_1_1_1
51090_1_1_1	51090_1_1_1
51091_1_1_1	51091_1_1_1
51092_1_1_1	51092_1_1_1
51093_1_1_1	51093_1_1_1
51096_1_1_1	51096_1_1_1
51102_1_1_1	51102_1_1_1
51104_1_1_1	51104_1_1_1
51105_1_1_1	51105_1_1_1
51105_1_1_1	30943_1_1_1
51106_1_1_1	51106_1_1_1
51109_1_1_1	51109_1_1_1
51109_1_1_1	26849_1_1_1
51109_1_1_1	51107_1_1_1
51111_1_1_1	51111_1_1_1
51112_1_1_1	51112_1_1_1
51113_1_1_1	51113_1_1_1
51114_1_1_1	51114_1_1_1
51115_1_1_1	51115_1_1_1
51118_1_1_1	51118_1_1_1
51118_1_1_1	51117_1_1_1
51132_1_1_1	51132_1_1_1
51160_1_1_1	51160_1_1_1
51160_1_1_1	4012_1_1_1
51160_1_1_1	1657_1_1_1
51165_1_1_1	51165_1_1_1
51165_1_1_1	51165_2_1_1
51165_1_1_1	51165_3_1_1
5116_1_1_1	5116_1_1_1
5116_1_1_1	5115_1_1_1
51172_1_1_1	51172_1_1_1
51172_1_1_1	51147_1_1_1
51175_1_1_1	51175_1_1_1
5117_1_1_1	5117_1_1_1
5117_1_1_1	17963_1_1_1
5117_1_1_1	19211_1_1_1
5117_1_1_1	5948_1_1_1
5117_1_1_1	5949_1_1_1
5117_1_1_1	7399_1_1_1
5117_1_1_1	7400_1_1_1
5117_1_1_1	19947_1_1_1
5117_1_1_1	19210_1_1_1
5117_1_1_1	19212_1_1_1
5117_1_1_1	19963_1_1_1
5117_1_1_1	51072_1_1_1
5117_1_1_1	5346_1_1_1
51184_1_1_1	51184_1_1_1
51186_1_1_1	51186_1_1_1
51193_1_1_1	51193_1_1_1
5119_1_1_1	5119_1_1_1
51205_1_1_1	51205_1_1_1
51205_1_1_1	51204_1_1_1
51205_1_1_1	51206_1_1_1
51205_1_1_1	51207_1_1_1
51208_1_1_1	51208_1_1_1
5121_1_1_1	5121_1_1_1
5121_1_1_1	4075_1_1_1
5121_1_1_1	4297_1_1_1
5121_1_1_1	5122_1_1_1
51227_1_1_1	51227_1_1_1
51231_1_1_1	51231_1_1_1
51254_1_1_1	51254_1_1_1
5126_1_1_1	5126_1_1_1
51281_1_1_1	51281_1_1_1
51282_1_1_1	51282_1_1_1
51286_1_1_1	51286_1_1_1
51294_1_1_1	51294_1_1_1
51294_1_1_1	15969_1_1_1
51297_1_1_1	51297_1_1_1
5129_1_1_1	5129_1_1_1
51301_1_1_1	51301_1_1_1
5130_1_1_1	5130_1_1_1
5130_1_1_1	4876_1_1_1
16523_1_1_1	16523_1_1_1
16534_1_1_1	16534_1_1_1
16536_1_1_1	16536_1_1_1
16536_1_1_1	6914_1_1_1
16538_1_1_1	16538_1_1_1
16542_1_1_1	16542_1_1_1
16544_1_1_1	16544_1_1_1
16545_1_1_1	16545_1_1_1
16550_1_1_1	16550_1_1_1
16556_1_1_1	16556_1_1_1
16559_1_1_1	16559_1_1_1
16559_1_1_1	16558_1_1_1
16559_1_2_2	16559_1_2_2
16560_1_1_1	16560_1_1_1
16561_1_1_1	16561_1_1_1
16563_1_1_1	16563_1_1_1
16564_1_1_1	16564_1_1_1
16567_1_1_1	16567_1_1_1
16569_1_1_1	16569_1_1_1
16570_1_1_1	16570_1_1_1
16574_1_2_2	16574_1_2_2
16575_1_2_2	16575_1_2_2
16577_1_3_3	16577_1_3_3
16577_1_3_3	25133_1_1_1
16588_1_1_1	16588_1_1_1
16591_1_1_1	16591_1_1_1
16592_1_1_1	16592_1_1_1
16592_1_1_1	16647_1_1_1
16593_1_1_1	16593_1_1_1
16593_1_1_1	1673_1_1_1
16593_1_1_1	5011_1_1_1
16594_1_1_1	16594_1_1_1
16600_1_1_1	16600_1_1_1
16608_1_1_1	16608_1_1_1
16611_1_2_2	16611_1_2_2
16615_1_1_1	16615_1_1_1
16615_1_1_1	25328_1_1_1
16615_1_1_1	25329_1_1_1
16615_1_1_1	25330_1_1_1
16615_1_1_1	25330_2_2_2
16618_1_1_1	16618_1_1_1
16620_1_1_1	16620_1_1_1
16623_1_1_1	16623_1_1_1
16624_1_1_1	16624_1_1_1
16628_1_1_1	16628_1_1_1
16628_1_1_1	15249_1_1_1
16630_1_1_1	16630_1_1_1
16630_1_1_1	15927_1_1_1
16630_1_1_1	16362_1_1_1
16636_1_1_1	16636_1_1_1
1663_1_1_1	1663_1_1_1
16640_1_1_1	16640_1_1_1
16642_1_1_1	16642_1_1_1
16652_1_1_1	16652_1_1_1
16653_1_1_1	16653_1_1_1
16660_1_1_1	16660_1_1_1
16660_1_1_1	20115_1_1_1
16660_1_1_1	20116_1_1_1
16660_1_1_1	20117_1_1_1
16661_1_1_1	16661_1_1_1
16664_1_1_1	16664_1_1_1
16666_1_1_1	16666_1_1_1
16667_1_1_1	16667_1_1_1
16671_1_2_2	16671_1_2_2
16674_1_1_1	16674_1_1_1
16674_1_1_1	16443_1_1_1
16677_1_1_1	16677_1_1_1
16680_1_1_1	16680_1_1_1
16684_1_1_1	16684_1_1_1
16691_1_1_1	16691_1_1_1
16692_1_1_1	16692_1_1_1
16699_1_1_1	16699_1_1_1
16700_1_1_1	16700_1_1_1
16713_1_1_1	16713_1_1_1
16713_1_1_1	16712_1_1_1
16717_1_1_1	16717_1_1_1
16717_1_1_1	16716_1_1_1
16717_1_1_1	16718_1_1_1
16719_1_1_1	16719_1_1_1
16727_1_1_1	16727_1_1_1
16727_1_1_1	18357_1_1_1
16727_1_1_1	18358_1_1_1
16729_1_1_1	16729_1_1_1
16732_1_1_1	16732_1_1_1
16733_1_1_1	16733_1_1_1
16734_1_1_1	16734_1_1_1
16739_1_1_1	16739_1_1_1
16746_1_1_1	16746_1_1_1
1675_1_1_1	1675_1_1_1
16767_1_1_1	16767_1_1_1
16769_1_1_1	16769_1_1_1
16771_1_2_2	16771_1_2_2
16774_1_1_1	16774_1_1_1
16774_1_1_1	18016_1_1_1
16778_1_1_1	16778_1_1_1
16778_1_1_1	10277_1_1_1
16778_1_1_1	15674_1_1_1
4726_1_1_1	4726_1_1_1
4727_1_1_1	4727_1_1_1
4728_2_1_1	4728_2_1_1
4728_2_1_1	4728_1_1_1
4729_2_1_1	4729_2_1_1
4729_2_1_1	4729_1_1_1
4734_1_1_1	4734_1_1_1
4734_1_1_1	4732_1_1_1
4735_1_1_1	4735_1_1_1
4737_1_1_1	4737_1_1_1
4737_1_1_1	17526_1_1_1
4740_1_1_1	4740_1_1_1
4741_1_1_1	4741_1_1_1
4741_1_1_1	18378_1_1_1
4741_1_1_1	4741_2_1_1
4741_1_1_1	4741_3_1_1
4741_1_1_1	4741_4_1_1
4741_1_1_1	4741_5_1_1
4741_1_1_1	4741_6_1_1
4741_1_1_1	4741_7_1_1
4741_1_1_1	4741_8_1_1
4741_1_1_1	4741_9_1_1
4742_1_1_1	4742_1_1_1
4742_1_1_1	4588_1_1_1
4743_1_1_1	4743_1_1_1
4743_1_1_1	4744_1_1_1
4743_1_1_1	5279_1_1_1
4748_2_1_1	4748_2_1_1
4748_2_1_1	4748_1_1_1
4752_1_1_1	4752_1_1_1
4754_1_1_1	4754_1_1_1
4757_1_1_1	4757_1_1_1
4758_1_1_1	4758_1_1_1
4761_1_1_1	4761_1_1_1
4765_1_1_1	4765_1_1_1
4765_1_1_1	11451_1_1_1
4765_1_1_1	4037_1_1_1
4773_1_1_1	4773_1_1_1
4775_1_1_1	4775_1_1_1
4775_1_1_1	5299_1_1_1
4784_1_1_1	4784_1_1_1
4786_1_1_1	4786_1_1_1
4786_1_1_1	4785_1_1_1
4788_1_1_1	4788_1_1_1
4790_2_2_2	4790_2_2_2
4791_1_1_1	4791_1_1_1
4792_1_1_1	4792_1_1_1
4793_1_1_1	4793_1_1_1
4794_1_1_1	4794_1_1_1
4796_1_1_1	4796_1_1_1
4811_1_1_1	4811_1_1_1
4811_1_1_1	4332_1_1_1
4814_1_1_1	4814_1_1_1
4818_1_1_1	4818_1_1_1
4819_1_1_1	4819_1_1_1
4820_1_1_1	4820_1_1_1
4821_1_1_1	4821_1_1_1
4829_1_1_1	4829_1_1_1
4830_1_1_1	4830_1_1_1
4833_1_1_1	4833_1_1_1
4834_1_1_1	4834_1_1_1
4837_1_1_1	4837_1_1_1
4838_2_2_2	4838_2_2_2
4841_2_2_2	4841_2_2_2
4854_1_1_1	4854_1_1_1
4854_1_1_1	4848_1_1_1
4857_1_1_1	4857_1_1_1
4863_1_1_1	4863_1_1_1
4867_1_2_2	4867_1_2_2
4867_1_2_2	16646_1_1_1
4871_1_1_1	4871_1_1_1
4878_1_1_1	4878_1_1_1
4880_1_1_1	4880_1_1_1
4885_1_1_1	4885_1_1_1
4886_1_1_1	4886_1_1_1
4886_1_1_1	4881_1_1_1
488_1_1_1	488_1_1_1
4890_1_1_1	4890_1_1_1
4894_1_1_1	4894_1_1_1
4897_1_1_1	4897_1_1_1
4898_1_1_1	4898_1_1_1
4898_1_1_1	4579_1_1_1
4899_1_1_1	4899_1_1_1
48_1_1_1	48_1_1_1
48_1_1_1	2169_1_1_1
48_1_1_1	4855_1_1_1
48_1_1_1	4868_1_1_1
48_1_1_1	4968_1_1_1
48_1_1_1	49_1_1_1
48_1_1_1	5171_1_1_1
48_1_1_1	5358_1_1_1
48_1_1_1	5359_1_1_1
4906_1_1_1	4906_1_1_1
4909_1_1_1	4909_1_1_1
490_1_1_1	490_1_1_1
4910_1_1_1	4910_1_1_1
4910_1_1_1	4910_2_1_1
4910_1_1_1	6110_1_1_1
4916_1_1_1	4916_1_1_1
4917_2_1_1	4917_2_1_1
4917_2_1_1	4917_1_1_1
4917_2_1_1	15143_1_1_1
4917_2_1_1	2065_1_1_1
